record_id,country_id,year,gdp_growth_percent,inflation_percent,unemployment_rate_percent,gdp_total_usd,gdp_per_capita,population
4369,2024_KNA,2024,0.312226856,,13.61,2.46501E+12,9198.41,267982622
4370,2000_LCA,2000,0.048748554,3.710786087,10.81,1.24797E+12,23496.78,53112562
4371,2001_LCA,2001,-3.408063962,5.30722081,14.94,1.20544E+12,22394.94,53826542
4372,2002_LCA,2002,0.416450493,-0.255536627,12.85,1.21046E+12,21995.68,55031823
4373,2003_LCA,2003,4.264611487,1.034253724,10.73,1.26208E+12,22571.88,55913985
4374,2004_LCA,2004,7.26740887,1.460368144,7.21,1.3538E+12,23862.4,56733815
4375,2005_LCA,2005,-0.410304726,3.898273708,14.11,1.34825E+12,23279.87,57914838
4376,2006_LCA,2006,6.195257291,2.395620825,8.75,1.43178E+12,24410.52,58654123
4377,2007_LCA,2007,1.691618574,2.823103737,11.32,1.456E+12,24292.66,59935717
4378,2008_LCA,2008,4.94932194,5.549547694,10.57,1.52806E+12,24846.83,61499182
4379,2009_LCA,2009,-2.828899548,-0.156936087,15.41,1.48483E+12,23989.03,61896309
4380,2010_LCA,2010,0.330018546,3.250344092,13.29,1.48973E+12,23508.46,63370064
4381,2011_LCA,2011,4.326942805,2.769407941,11.26,1.55419E+12,24014.63,64718575
4382,2012_LCA,2012,-0.108756148,4.177635871,11.45,1.5525E+12,23802.62,65224000
4383,2013_LCA,2013,-1.818776037,1.46856511,11.72,1.52427E+12,22757.3,66979212
4384,2014_LCA,2014,1.328090221,3.516955514,12.49,1.54451E+12,22900.24,67445122
4385,2015_LCA,2015,0.101917836,-0.983600953,10.6,1.54608E+12,22345.13,69191085
4386,2016_LCA,2016,3.427872145,-3.078217657,11.03,1.59908E+12,22517.56,71014868
4387,2017_LCA,2017,3.379826173,0.104262079,11.63,1.65313E+12,22866.96,72293283
4388,2018_LCA,2018,2.886779022,1.935618932,9.33,1.70085E+12,23168.4,73412472
4389,2019_LCA,2019,-0.700322396,0.539087559,12.37,1.68894E+12,22730.62,74302328
4390,2020_LCA,2020,-24.36147321,-1.755808335,25,1.27749E+12,16884.41,75660817
4391,2021_LCA,2021,11.59878358,2.410703122,6.53,1.42566E+12,18387.09,77535981
4392,2022_LCA,2022,20.38844318,6.378146951,2,1.71633E+12,21606.16,79437135
4393,2023_LCA,2023,2.209882765,4.070608219,12.39,1.75426E+12,21946.43,79933745
4394,2024_LCA,2024,3.891750242,-0.110283576,9.04,1.82253E+12,22644.53,80484398
4395,2015_MAF,2015,1,,11.14,9.68134E+11,10339.29,93636436
4396,2016_MAF,2016,5,,8.69,1.01654E+12,10571.79,96155991
4397,2017_MAF,2017,-8.00000324,,15.2,9.35217E+11,9674.8,96665308
4398,2018_MAF,2018,-7.999995069,,15.5,8.604E+11,8730.98,98545630
4399,2019_MAF,2019,6.500003637,,10.26,9.16326E+11,9130.75,100356093
4400,2020_MAF,2020,-12.50000225,,17.31,8.01785E+11,7773.21,103147209
4401,2021_MAF,2021,4.899999671,,9.75,8.41073E+11,8021.32,104854657
4402,2000_VCT,2000,1.639031904,0.167679637,13.17,1.09613E+12,5634.39,194543020
4403,2001_VCT,2001,1.74823102,0.900858486,12.03,1.1153E+12,5671.17,196660656
4404,2002_VCT,2002,5.342127074,1.85550399,7.36,1.17488E+12,5889.03,199502556
4405,2003_VCT,2003,6.691336654,0.205981709,8.5,1.25349E+12,6250.38,200546216
4406,2004_VCT,2004,4.114698804,2.960039467,8.03,1.30507E+12,6397.48,203997290
4407,2005_VCT,2005,2.488557339,3.733429165,9.93,1.33755E+12,6414.45,208520560
4408,2006_VCT,2006,6.996926268,2.740675161,7.71,1.43113E+12,6735.31,212481893
4409,2007_VCT,2007,3.322968598,7.236147016,9.97,1.47869E+12,6895.83,214432128
4410,2008_VCT,2008,0.404640809,10.06624182,11.94,1.48467E+12,6849.71,216749460
4411,2009_VCT,2009,-1.378193606,0.421539126,12.72,1.46421E+12,6688.62,218910607
4412,2010_VCT,2010,-4.470467935,0.747109026,14.92,1.39875E+12,6333.03,220866456
4413,2011_VCT,2011,-0.606276651,3.186031116,10.74,1.39027E+12,6148.01,226133777
4414,2012_VCT,2012,1.169112184,2.598444141,9.7,1.40653E+12,6117.75,229909094
4415,2013_VCT,2013,2.462484172,0.805127804,9.83,1.44116E+12,6145.76,234496829
4416,2014_VCT,2014,1.145727188,0.193858561,11.5,1.45767E+12,6105.12,238762470
4417,2015_VCT,2015,2.785097918,-1.73361195,10.8,1.49827E+12,6103.59,245473810
4418,2016_VCT,2016,4.149681005,-0.149641648,9.53,1.56044E+12,6234.82,250278951
4419,2017_VCT,2017,1.548101732,2.153336488,12.33,1.5846E+12,6154.54,257468712
4420,2018_VCT,2018,3.175611442,2.324144854,11.79,1.63492E+12,6273.85,260593129
4421,2019_VCT,2019,0.668428481,0.913069725,12.98,1.64585E+12,6217.49,264713082
4422,2020_VCT,2020,-4.268924344,-0.628131309,12.89,1.57559E+12,5803.66,271482379
4423,2021_VCT,2021,2.093401245,1.572729325,10.12,1.60857E+12,5794.61,277598477
4424,2022_VCT,2022,3.110833003,5.660097792,9.63,1.65861E+12,5901.47,281051057
4425,2023_VCT,2023,5.326364721,4.564577198,8.26,1.74696E+12,6075.23,287554356
4426,2024_VCT,2024,4.061834901,3.627707369,10.83,1.81792E+12,6290.4,288998639
4427,2000_SDN,2000,6.34586744,7.121258972,7.24,2.02188E+12,81311.62,24865846
4428,2001_SDN,2001,6.500360534,1.935295721,8.27,2.15331E+12,85660.23,25137826
4429,2002_SDN,2002,6.006471536,22.22472415,7.18,2.28265E+12,89296.48,25562596
4430,2003_SDN,2003,6.288808161,6.489432087,9.72,2.4262E+12,92213.6,26310668
4431,2004_SDN,2004,5.140888518,9.657546286,8.7,2.55093E+12,95702.42,26654808
4432,2005_SDN,2005,5.643515513,8.505850759,9.68,2.69489E+12,99490.31,27086978
4433,2006_SDN,2006,6.531411747,7.199129901,7.49,2.87091E+12,105078.52,27321533
4434,2007_SDN,2007,5.735274237,14.75427708,8.16,3.03556E+12,108238.28,28045167
4435,2008_SDN,2008,3.846744731,14.29712245,11.56,3.15233E+12,110794.86,28451959
4436,2009_SDN,2009,-2.767704366,11.25675871,12.75,3.06508E+12,105452.85,29065915
4437,2010_SDN,2010,3.858241952,12.97766639,8.15,3.18334E+12,107154.18,29708053
4438,2011_SDN,2011,-3.213532093,18.09661712,13.55,3.08104E+12,101340.29,30402956
4439,2012_SDN,2012,-17.0046884,35.55905741,22.32,2.55712E+12,82029.91,31173050
4440,2013_SDN,2013,1.955144633,36.52234491,12.66,2.60712E+12,81344.3,32050406
4441,2014_SDN,2014,4.661379542,36.90664279,9.11,2.72865E+12,83646.79,32621040
4442,2015_SDN,2015,1.910176891,16.90957061,11.8,2.78077E+12,83850.51,33163393
4443,2016_SDN,2016,3.467642184,17.75025383,9.09,2.87719E+12,84469.04,34062119
4444,2017_SDN,2017,0.709256285,32.3516261,12.91,2.8976E+12,82754.74,35014320
4445,2018_SDN,2018,-2.68093055,63.29250735,14.86,2.81992E+12,78230.58,36046241
4446,2019_SDN,2019,-2.178251045,50.9940515,11.51,2.75849E+12,75619.21,36478740
4447,2020_SDN,2020,-3.629800824,163.2577824,12.98,2.65837E+12,72309.93,36763494
4448,2021_SDN,2021,-1.868520483,359.0930408,14.15,2.60869E+12,69543.28,37511799
4449,2022_SDN,2022,-0.957816591,138.8084602,12.97,2.58371E+12,67034.98,38542671
4450,2023_SDN,2023,-29.43327183,,25,1.82324E+12,47062.45,38740810
4451,2024_SDN,2024,-13.96433752,,18.44,1.56863E+12,40189.35,39031101
4452,2000_SUR,2000,2.099998868,59.40168655,9.12,1.13007E+12,8065.22,140116579
4453,2001_SUR,2001,4.200000421,38.58628789,8.62,1.17753E+12,8290.29,142037850
4454,2002_SUR,2002,2.800000689,15.52739892,10.46,1.21051E+12,8345.68,145045751
4455,2003_SUR,2003,6.299999433,23.00223218,8.56,1.28677E+12,8719.88,147567073
4456,2004_SUR,2004,8.500000185,9.98632512,6.61,1.39614E+12,9195.32,151831834
4457,2005_SUR,2005,4.500000211,9.898004896,10.69,1.45897E+12,9439.98,154552145
4458,2006_SUR,2006,5.793543585,11.28130433,10.82,1.5435E+12,9801.43,157476443
4459,2007_SUR,2007,5.111487778,6.426279345,9.3,1.62239E+12,10155.69,159751853
4460,2008_SUR,2008,4.143406812,14.66714274,10.36,1.68961E+12,10500.74,160904153
4461,2009_SUR,2009,3.013698983,-0.133636647,9.13,1.74053E+12,10686.77,162868036
4462,2010_SUR,2010,5.168825152,6.941082216,9.54,1.8305E+12,11033.77,165899545
4463,2011_SUR,2011,5.849367672,17.71177964,9.87,1.93757E+12,11599.18,167043719
4464,2012_SUR,2012,2.690349747,5.006863194,9.41,1.9897E+12,11670.89,170483868
4465,2013_SUR,2013,2.933441652,1.923436041,11.41,2.04806E+12,11815.5,173337065
4466,2014_SUR,2014,0.255503032,3.383412727,11.45,2.0533E+12,11633.54,176498021
4467,2015_SUR,2015,-3.413042681,6.893903592,14.15,1.98322E+12,11091.65,178802813
4468,2016_SUR,2016,-4.911660509,55.41238798,15.14,1.88581E+12,10254.83,183894710
4469,2017_SUR,2017,1.566037825,21.99694302,11.06,1.91534E+12,10344.37,185157817
4470,2018_SUR,2018,4.948271085,,7.9,2.01012E+12,10568.04,190207183
4471,2019_SUR,2019,1.167589772,,13.21,2.03359E+12,10382.83,195860500
4472,2020_SUR,2020,-15.97519171,34.88978431,21.72,1.70872E+12,8663.88,197223075
4473,2021_SUR,2021,-2.435385836,59.11966263,14.6,1.6671E+12,8335.53,199999643
4474,2022_SUR,2022,2.406222356,52.44602728,10.56,1.70722E+12,8406.15,203091555
4475,2023_SUR,2023,2.416592235,51.58731596,11.89,1.74847E+12,8433.4,207327248
4476,2024_SUR,2024,1.72095737,16.22961591,11.51,1.77857E+12,8528.69,208539019
4477,2000_SWE,2000,4.631121366,0.899143734,9.07,1.46432E+12,15098.26,96985992
4478,2001_SWE,2001,1.360806427,2.405958341,11.2,1.48425E+12,15096.9,98314625
4479,2002_SWE,2002,2.277728679,2.158482136,9.29,1.51805E+12,15237.3,99627460
4480,2003_SWE,2003,1.881027697,1.925655349,9.19,1.54661E+12,15390.93,100488313
4481,2004_SWE,2004,4.179584193,0.373659829,11.73,1.61125E+12,15769.96,102172118
4482,2005_SWE,2005,2.793137828,0.453170853,12.39,1.65625E+12,16083.51,102978448
4483,2006_SWE,2006,4.676074889,1.360214686,10.21,1.7337E+12,16451.7,105381351
4484,2007_SWE,2007,3.224868141,2.212168834,11.69,1.78961E+12,16630.81,107608264
4485,2008_SWE,2008,-0.92311325,3.437049106,12.48,1.77309E+12,16351.82,108433942
4486,2009_SWE,2009,-4.255613842,-0.494460544,14.48,1.69764E+12,15312.53,110865820
4487,2010_SWE,2010,5.750764776,1.157988027,7.41,1.79526E+12,15785.54,113728318
4488,2011_SWE,2011,3.163885674,2.961150738,10.55,1.85206E+12,15930.25,116260766
4489,2012_SWE,2012,-0.414397702,0.888377507,11.57,1.84439E+12,15637.82,117944108
4490,2013_SWE,2013,1.137666718,-0.04429297,13,1.86537E+12,15497.7,120364417
4491,2014_SWE,2014,2.295772388,-0.179638494,12.15,1.9082E+12,15582.29,122459288
4492,2015_SWE,2015,4.388246736,-0.046784745,8.22,1.99193E+12,16024.84,124302779
4493,2016_SWE,2016,2.131179147,0.984269245,9.14,2.03438E+12,16260.06,125115426
4494,2017_SWE,2017,1.88282185,1.794499047,10.41,2.07269E+12,16329.37,126930069
4495,2018_SWE,2018,1.770255355,1.953535301,12.09,2.10938E+12,16245.63,129842914
4496,2019_SWE,2019,2.608230129,1.784150974,9.58,2.1644E+12,16565.46,130657205
4497,2020_SWE,2020,-1.93379704,0.497367319,13.16,2.12254E+12,16054.77,132206348
4498,2021_SWE,2021,5.225864303,2.163197364,7.92,2.23346E+12,16749.51,133345025
4499,2022_SWE,2022,1.255436204,8.369290989,12.59,2.2615E+12,16488.31,137157989
4500,2023_SWE,2023,-0.204061305,8.548624897,11.73,2.25689E+12,16299.55,138463236
4501,2024_SWE,2024,0.820071807,2.835816582,12.75,2.2754E+12,16208.08,140386566
4502,2000_CHE,2000,3.958719908,1.558529197,8.53,21342686224,120.06,177768985
4503,2001_CHE,2001,1.575661987,0.98902033,10.8,21678974818,119.15,181942077
4504,2002_CHE,2002,-0.073217257,0.642711507,11.54,21663102067,117.7,184047712
4505,2003_CHE,2003,-0.032398426,0.638272931,11.39,21656083563,115.65,187258224
4506,2004_CHE,2004,2.701709129,0.802908731,10.24,22241167950,117.47,189326986
4507,2005_CHE,2005,2.749699106,1.171954203,11.72,22852733146,120.05,190364370
4508,2006_CHE,2006,4.073628418,1.059509283,8.14,23783668578,123.79,192129737
4509,2007_CHE,2007,3.916375772,0.732350603,11.14,24715126412,125.95,196230260
4510,2008_CHE,2008,2.807983592,2.426041171,10.57,25409123106,126.29,201203859
4511,2009_CHE,2009,-2.297374526,-0.480481936,14.1,24825380384,122.15,203242900
4512,2010_CHE,2010,3.243397157,0.688238707,9.36,25630566066,123.33,207814407
4513,2011_CHE,2011,1.813108305,0.231349208,9.51,26095275988,122.2,213547008
4514,2012_CHE,2012,1.179253853,-0.692552018,12.85,26403005536,120.09,219860996
4515,2013_CHE,2013,1.792144007,-0.217323155,12.86,26876185417,119.59,224741353
4516,2014_CHE,2014,2.349881415,-0.013202539,9.59,27507743903,119.64,229923390
4517,2015_CHE,2015,1.644627508,-1.143908672,9.46,27960143826,119.68,233614558
4518,2016_CHE,2016,2.06868969,-0.434618664,11.93,28538552439,120.39,237058372
4519,2017_CHE,2017,1.362799655,0.53378784,10.64,28927475733,120.26,240533904
4520,2018_CHE,2018,2.860445794,0.936335464,12.06,29754930496,121.29,245316655
4521,2019_CHE,2019,1.14198219,0.36288618,10.97,30094726503,121.92,246835062
4522,2020_CHE,2020,-2.14173712,-0.725874933,13.85,29450176574,118.25,249045721
4523,2021_CHE,2021,5.559620206,0.581814168,9.88,31087494542,123.88,250949206
4524,2022_CHE,2022,3.04406103,2.835027986,9.27,32033816848,126.12,253999374
4525,2023_CHE,2023,0.683328174,2.13540088,9.73,32252712944,123.47,261215195
4526,2024_CHE,2024,1.302333325,1.06234042,9.44,32672750773,123.12,265380123
4527,2000_SYR,2000,0.675642589,-3.846153846,11.67,1.21551E+12,12138.58,100135888
4528,2001_SYR,2001,1.047287102,3,10.01,1.22824E+12,12107.8,101441816
4529,2002_SYR,2002,3.954831927,-0.130505282,10.71,1.27681E+12,12407.85,102903561
4530,2003_SYR,2003,7.204435053,5.796829449,8.52,1.3688E+12,12982.9,105430862
4531,2004_SYR,2004,6.902959435,4.433141367,7.35,1.46329E+12,13610.36,107512685
4532,2005_SYR,2005,6.215077835,7.240349393,7.54,1.55423E+12,14282.25,108822540
4533,2006_SYR,2006,5.046195556,10.02411054,8.38,1.63266E+12,14836.31,110044876
4534,2007_SYR,2007,5.674591777,3.907709504,9.41,1.72531E+12,15401.21,112024168
4535,2008_SYR,2008,4.476672736,15.74532522,8.54,1.80254E+12,15642.91,115230712
4536,2009_SYR,2009,5.912042793,2.920897118,10.31,1.90911E+12,16226.29,117655385
4537,2010_SYR,2010,5.191905841,4.397413832,8.42,2.00823E+12,16750.39,119891547
4538,2011_SYR,2011,2.850002844,4.753163889,8.73,2.06546E+12,17030.83,121277944
4539,2012_SYR,2012,-26.33901708,36.70229534,25,1.52144E+12,12388.54,122810425
4540,2013_SYR,2013,-26.30008766,40.03183783,24.03,1.1213E+12,9074.19,123570369
4541,2014_SYR,2014,-10.31033991,10.92711418,18.29,1.00569E+12,7958.31,126369956
4542,2015_SYR,2015,-4.179791613,38.46114296,14.88,9.63655E+11,7502.75,128440270
4543,2016_SYR,2016,-6.405590739,47.70516153,13.84,9.01928E+11,6920.43,130328188
4544,2017_SYR,2017,-0.723281777,18.07526963,12.68,8.95404E+11,6769.15,132277082
4545,2018_SYR,2018,1.393176078,0.940983844,9.58,9.07879E+11,6671.97,136073610
4546,2019_SYR,2019,1.220705221,13.41756532,10.71,9.18961E+11,6636.05,138480052
4547,2020_SYR,2020,-0.697154504,,10.44,9.12555E+11,6475.13,140932228
4548,2021_SYR,2021,1.854215901,,12.35,9.29475E+11,6511.68,142739773
4549,2022_SYR,2022,0.732781302,,11.44,9.36286E+11,6438.05,145430210
4550,2000_TJK,2000,8.324324495,,7.03,1.15432E+12,352543.94,3274266
4551,2001_TJK,2001,9.580836178,38.59188945,8.55,1.26492E+12,380769.91,3321997
4552,2002_TJK,2002,10.80000376,12.24998478,6.35,1.40153E+12,409931.15,3418934
4553,2003_TJK,2003,10.99999908,16.3034912,7.89,1.5557E+12,448372.5,3469650
4554,2004_TJK,2004,10.29999894,7.141965087,7.06,1.71593E+12,486923.49,3524028
4555,2005_TJK,2005,6.699998517,7.091932441,9.62,1.8309E+12,514009.65,3561995
4556,2006_TJK,2006,7.000003211,10.01086519,9.74,1.95906E+12,540106.55,3627178
4557,2007_TJK,2007,7.800000119,13.14912471,6.96,2.11187E+12,568301.07,3716111
4558,2008_TJK,2008,7.899998272,20.47052191,9.25,2.27871E+12,599474.35,3801176
4559,2009_TJK,2009,3.900001148,6.448234811,8.74,2.36758E+12,614464.76,3853072
4560,2010_TJK,2010,6.499999086,6.445314408,8.55,2.52147E+12,651106.59,3872591
4561,2011_TJK,2011,7.4000006,12.43154904,8.52,2.70806E+12,689762.3,3926074
4562,2012_TJK,2012,7.499999463,5.83116601,9.69,2.91116E+12,734370.32,3964161
4563,2013_TJK,2013,7.399999747,5.009646453,7.21,3.12659E+12,779789.9,4009527
4564,2014_TJK,2014,6.70000069,6.104427651,8.65,3.33607E+12,818113.3,4077760
4565,2015_TJK,2015,6.019303318,5.714559496,8.08,3.53688E+12,858449.77,4120076
4566,2016_TJK,2016,6.9,6.004580823,9.42,3.78092E+12,909278.68,4158156
4567,2017_TJK,2017,7.100000419,,8.3,4.04937E+12,950778.96,4259001
4568,2018_TJK,2018,7.59999889,,9.14,4.35712E+12,1000181.83,4356328
4569,2019_TJK,2019,7.400000163,,10.16,4.67955E+12,1065187.11,4393169
4570,2020_TJK,2020,4.400001116,,8.62,4.88545E+12,1084375.8,4505308
4571,2021_TJK,2021,9.39999955,,5.8,5.34468E+12,1174963.87,4548803
4572,2022_TJK,2022,8.000000338,,8.99,5.77225E+12,1258316.3,4587284
4573,2023_TJK,2023,8.299999217,,8.98,6.25135E+12,1340317.81,4664081
4574,2024_TJK,2024,8.39999981,,8.22,6.77646E+12,1419328.34,4774416
4575,2000_TZA,2000,4.520784636,5.923961096,7.81,1.72742E+12,68459.45,25232762
4576,2001_TZA,2001,6.070808287,5.147468002,9.52,1.83229E+12,71698.16,25555601
4577,2002_TZA,2002,7.093194984,5.317833661,6.59,1.96226E+12,76384.08,25689350
4578,2003_TZA,2003,6.672789831,5.303566215,9.4,2.09319E+12,79393.21,26364908
4579,2004_TZA,2004,7.503814659,4.735801439,9,2.25026E+12,84369.16,26671643
4580,2005_TZA,2005,7.47631926,5.034570093,7.49,2.4185E+12,88481.51,27333405
4581,2006_TZA,2006,6.532221388,7.250972621,10.47,2.57648E+12,93708.36,27494697
4582,2007_TZA,2007,6.768535203,7.02551437,7.04,2.75087E+12,98705.73,27869436
4583,2008_TZA,2008,5.686416859,10.27839376,10.23,2.9073E+12,102544.89,28351478
4584,2009_TZA,2009,5.269105249,12.14222787,8.44,3.06049E+12,106822.06,28650336
4585,2010_TZA,2010,6.336523427,6.200155956,10.8,3.25442E+12,112347.41,28967434
4586,2011_TZA,2011,7.672155435,12.69096947,8.47,3.5041E+12,119776.89,29255228
4587,2012_TZA,2012,4.50015356,16.00109385,8.34,3.66179E+12,121742.23,30078225
4588,2013_TZA,2013,6.781585601,7.870723646,10.4,3.91012E+12,126301.27,30958655
4589,2014_TZA,2014,6.732461868,6.13161433,7.49,4.17336E+12,131245.82,31798078
4590,2015_TZA,2015,6.160628774,5.58816953,9.96,4.43047E+12,136485.47,32461111
4591,2016_TZA,2016,6.867116196,5.174766293,7.29,4.73472E+12,141657.84,33423606
4592,2017_TZA,2017,6.727269968,5.318716052,7.99,5.05323E+12,147622.36,34230808
4593,2018_TZA,2018,5.502675994,3.494458489,8.93,5.3313E+12,154296.6,34552258
4594,2019_TZA,2019,5.8,3.46428058,8.96,5.64051E+12,159288.14,35410740
4595,2020_TZA,2020,1.991964606,3.290290628,12.98,5.75287E+12,159519.87,36063646
4596,2021_TZA,2021,4.321384295,3.690919588,10.3,6.00147E+12,163957.62,36603797
4597,2022_TZA,2022,4.566005764,4.350272043,9.29,6.2755E+12,169055,37121049
4598,2023_TZA,2023,5.069523532,3.799232914,11.22,6.59364E+12,173735.18,37952227
4599,2024_TZA,2024,5.526313831,3.056946763,10.31,6.95802E+12,179995.79,38656582
4600,2000_THA,2000,4.455247043,1.591969175,8.62,6.85695E+11,3932.96,174345912
4601,2001_THA,2001,3.44424901,1.626908873,8.36,7.09312E+11,3998.24,177406257
4602,2002_THA,2002,6.149036052,0.697308977,9,7.52928E+11,4196.58,179414740
4603,2003_THA,2003,7.189243303,1.804349946,7.46,8.07058E+11,4474.23,180378920
4604,2004_THA,2004,6.289342143,2.759149262,9.15,8.57816E+11,4672.23,183598823
4605,2005_THA,2005,4.187638429,4.540369196,10.49,8.93738E+11,4734.64,188765990
4606,2006_THA,2006,4.967810892,4.63747436,11.24,9.38138E+11,4894.62,191667020
4607,2007_THA,2007,5.435151691,2.241540953,8.08,9.89127E+11,5036.64,196386260
4608,2008_THA,2008,1.725698849,5.468489496,11.84,1.0062E+12,5081.53,198010582
4609,2009_THA,2009,-0.690618232,-0.845716092,13.5,9.99247E+11,4952.35,201772205
4610,2010_THA,2010,7.513390533,3.247588424,8.74,1.07432E+12,5202.34,206507824
4611,2011_THA,2011,0.840132083,3.808790581,11.71,1.08335E+12,5094.94,212632754
4612,2012_THA,2012,7.242796202,3.014899503,9.69,1.16182E+12,5421.51,214297167
4613,2013_THA,2013,2.687495563,2.184886185,11.77,1.19304E+12,5505.03,216717940
4614,2014_THA,2014,0.984468864,1.895141819,12.29,1.20478E+12,5402.93,222987087
4615,2015_THA,2015,3.134047249,-0.900424963,10.27,1.24254E+12,5463.53,227424698
4616,2016_THA,2016,3.435157717,0.188149704,9.69,1.28523E+12,5572.58,230633716
4617,2017_THA,2017,4.177681032,0.665631893,10.92,1.33892E+12,5686.49,235456110
4618,2018_THA,2018,4.222870287,1.063897542,8.68,1.39546E+12,5799.25,240627415
4619,2019_THA,2019,2.114557796,0.706728601,12.11,1.42497E+12,5820.89,244802224
4620,2020_THA,2020,-6.050038469,-0.845937147,15.17,1.33876E+12,5377.88,248937570
4621,2021_THA,2021,1.552166084,1.230395413,11.87,1.35954E+12,5331.9,254981377
4622,2022_THA,2022,2.580378747,-1.610680305,12.29,1.39462E+12,5387.42,258865667
4623,2023_THA,2023,2.017750953,8.478051744,12.97,1.42276E+12,5446.75,261212071
4624,2024_THA,2024,2.541820677,1.365805408,8.79,1.45892E+12,5541.03,263294274
4625,2000_TLS,2000,58.07810051,,2,1.21352E+12,38281.3,31700101
4626,2001_TLS,2001,16.34769158,,5.07,1.4119E+12,43527.71,32436890
4627,2002_TLS,2002,-6.700694689,,17.32,1.3173E+12,39563.62,33295646
4628,2003_TLS,2003,-2.182267238,7.165158914,13.93,1.28855E+12,38228.08,33706880
4629,2004_TLS,2004,0.4,3.23751394,11.43,1.2937E+12,38080.73,33972658
4630,2005_TLS,2005,2.984590513,1.111674004,9.98,1.33232E+12,38216.05,34862718
4631,2006_TLS,2006,-4.116092793,3.936162599,14.07,1.27748E+12,35932.39,35552211
4632,2007_TLS,2007,10.26537843,10.30090202,8.76,1.40861E+12,38800.41,36304098
4633,2008_TLS,2008,11.39480843,9.064236219,6.6,1.56912E+12,42947.06,36536204
4634,2009_TLS,2009,10.14695141,0.669681186,6.85,1.72834E+12,46080.26,37507180
4635,2010_TLS,2010,9.331498063,6.765976802,7.58,1.88962E+12,50031.86,37768349
4636,2011_TLS,2011,5.958555016,13.49984024,7.64,2.00221E+12,52317.12,38270738
4637,2012_TLS,2012,4.860621341,11.80030967,9.66,2.09953E+12,53458.07,39274421
4638,2013_TLS,2013,3.10436981,11.08490851,11.67,2.16471E+12,53599.05,40387140
4639,2014_TLS,2014,4.472499229,0.726275016,7.78,2.26153E+12,54773.49,41288755
4640,2015_TLS,2015,2.480037854,0.552796026,9.55,2.31762E+12,55264.48,41936806
4641,2016_TLS,2016,3.009933581,-1.338538762,9.19,2.38737E+12,55389.73,43101389
4642,2017_TLS,2017,-3.182415154,0.557215537,13.66,2.3114E+12,52983.18,43625136
4643,2018_TLS,2018,-0.466502372,2.63647201,11.07,2.30062E+12,52132.11,44130493
4644,2019_TLS,2019,24.21287892,0.95881274,2,2.85766E+12,63486.49,45012109
4645,2020_TLS,2020,31.72574298,0.495499215,2,3.76428E+12,83091.76,45302626
4646,2021_TLS,2021,5.36980164,3.697920947,9.53,3.96641E+12,85583.78,46345339
4647,2022_TLS,2022,-20.52247856,7.005309454,22.52,3.1524E+12,66976.91,47067025
4648,2023_TLS,2023,-18.135905,8.420351033,22.81,2.58069E+12,54065.75,47732378
4649,2024_TLS,2024,-9.100693698,2.06284153,17.24,2.34583E+12,48834.19,48036558
4650,2000_TGO,2000,-0.78347961,1.862605955,13.61,1.62055E+12,9207.94,175994560
4651,2001_TGO,2001,0.823438752,3.919591337,10.77,1.63389E+12,9195.48,177684288
4652,2002_TGO,2002,3.826622577,3.059818575,8.42,1.69641E+12,9333.37,181757914
4653,2003_TGO,2003,6.720171423,-0.930000884,9.52,1.81042E+12,9714.84,186355760
4654,2004_TGO,2004,-0.978665333,0.393078681,10.89,1.7927E+12,9401.28,190686699
4655,2005_TGO,2005,-4.666299384,6.78292893,15.05,1.70905E+12,8761.56,195061817
4656,2006_TGO,2006,2.650132099,2.228977794,8.84,1.75434E+12,8767.78,200089158
4657,2007_TGO,2007,-1.1751369,0.945673272,12.08,1.73372E+12,8616.69,201205209
4658,2008_TGO,2008,4.035613154,8.694828144,10.22,1.80369E+12,8886.93,202959659
4659,2009_TGO,2009,5.453810969,3.71360592,8.84,1.90206E+12,9116.94,208629078
4660,2010_TGO,2010,5.854333991,1.445945174,7.07,2.01341E+12,9404.98,214079254
4661,2011_TGO,2011,5.823256221,3.563514729,7.21,2.13066E+12,9861.8,216051537
4662,2012_TGO,2012,6.302714269,2.577181741,10.48,2.26495E+12,10346.75,218904212
4663,2013_TGO,2013,5.824250693,1.825394759,9.51,2.39686E+12,10868.68,220529314
4664,2014_TGO,2014,5.633237391,0.190875076,10.94,2.53188E+12,11296.94,224121163
4665,2015_TGO,2015,5.468041381,2.585003908,8.11,2.67033E+12,11819.36,225928247
4666,2016_TGO,2016,4.214903874,1.285448471,9.63,2.78288E+12,12247.26,227224748
4667,2017_TGO,2017,4.007912596,-0.981889869,11.48,2.89442E+12,12587.74,229939134
4668,2018_TGO,2018,4.795183331,0.927755426,10.06,3.03321E+12,12931.13,234566319
4669,2019_TGO,2019,4.922833214,0.67465277,7.91,3.18253E+12,13323.91,238858359
4670,2020_TGO,2020,2.162286574,1.699284633,12.92,3.25134E+12,13395.99,242710061
4671,2021_TGO,2021,5.128901137,4.186215065,11.01,3.4181E+12,13727.78,248991576
4672,2022_TGO,2022,6.29443692,7.967573616,7.26,3.63325E+12,14227.9,255360944
4673,2023_TGO,2023,6.192115769,5.489285681,6.92,3.85823E+12,14949.16,258089784
4674,2024_TGO,2024,6.532045056,2.862620741,7.17,4.11025E+12,15727.67,261338554
4675,2000_TON,2000,3.75409745,6.327635514,10.83,1.86258E+12,38842.25,47952514
